HF_FNCLTY_MTRAL_RCOGN_NO,PRMS_DT,BSSH_NM,INDUTY_NM,ADDR,APLC_RAWMTRL_NM,FNCLTY_CN,DAY_INTK_CN,IFTKN_ATNT_MATR_CN
2008-68,20081112,(주)네츄럴라이프,건강기능식품수입업,서울특별시 성북구,Tonalin CLA FFA,"“과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다."" (기타기능 II)",공액리놀레산으로서 1.7~4.0 g/day,"1) 위장장애가 발생할 수 있습니다.
2) 영유아, 임산부는 섭취를 삼가야 해야 합니다.
3) 식사조절, 운동을 병행하는 것이 바람직합니다."
2007-9,20070709,주영엔에스(주),건강기능식품수입업,서울특별시 서초구,헤마토코쿠스 CO2 초임계 추출물,“헤마토코쿠스 CO2 초임계추출물의 섭취는 눈의 피로도 개선에 도움을 줄 수 있습니다.”(기타Ⅱ등급),(Astaxanthin 으로서 6 mg/day),"- 제안된 섭취량 이상 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.                                                                                                                          
 - 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다.                                                                                                                                                                                                                                                                                                                                         
 - β-carotene의 흡수를 저해할 수 있습니다."
2019-16,20190705,고려은단(주),건강기능식품전문제조업,경기도 성남시 중원구,루테인지아잔틴복합추출물,-,,
2008-17,20080324,씨제이제일제당(주),건강기능식품수입업,서울특별시 중구,히알우론산나트륨,“피부 보습에 도움을 줄 수 있습니다.(기타Ⅱ)”,히알우론산나트륨으로써 120mg,"1) 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다.
2) 알레르기 및 특이체질, 질병치료 중인 사람은 섭취를 피하는 것이 좋습니다."
2019-17,20190814,코스맥스바이오(주),건강기능식품전문제조업,충청북도 제천시,차즈기추출물,눈의 피로도 개선에 도움,차즈기추출물의 일일섭취량은 500mg/일,임산부 및 수유부는 섭취에 주의한다.
2009-30,20090416,(주)디앤피천연물연구소,,경기도 용인시 처인구,밀크씨슬추출물,“간 건강에 도움을 줄 수 있으나 인체시험을 통한 확인이 필요함” (기타기능III),Silymarin으로서 250~360mg,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오"
2009-26,20090402,(주)뉴트리션웨이브,건강기능식품수입업,경기도 성남시 분당구,Novasoy,“뼈 건강에 도움을 줄 수 있습니다.” (기타기능 II),이소플라본 비배당체로서 25mg/day,"1) 섭취시 대상자는 폐경기 여성임.
2) 임산부와 수유 여성은 섭취를 삼가야 함.
3) 영유아, 어린이는 섭취를 삼가야 함.
4) 대두 이소플라본에 민감한 사람은 섭취를 삼가야 함.
5) 갑상선, 유방암, 자궁내막암, 방광암 환자 등은 섭취를 삼가야 함."
2009-27,20090402,주영엔에스(주),건강기능식품수입업,서울특별시 서초구,쏘이라이프(Soylife),“뼈 건강에 도움을 줄 수 있습니다.” (기타기능 II),이소플라본 비배당체로서 25mg/day,"1) 섭취 대상자는 폐경기 여성임.
2) 임산부와 수유 여성은 섭취를 삼가야 함.
3) 영유아, 어린이는 섭취를 삼가야 함.
4) 대두 이소플라본에 민감한 사람은 섭취를 삼가야 함.
5) 갑상선, 유방암, 자궁내막암, 방광암 환자 등은 섭취를 삼가야 함."
2014-27,20140703,(주)빅솔반월공장,수입식품등 수입ㆍ판매업,경기도 안산시 단원구,UREX 프로바이오틱스,"유산균 증식을 통한 여성 질 건강에 도움을 줄 수 있음
 (생리활성기능 2등급)",신청원료로 9.7 mg/일 (프로바이오틱스로서 109 CFU/일,1) 알레르기 체질이거나 특정질환이 있는 분은 섭취 전 의사와 상담
2009-93,20091207,(주)알피코프,건강기능식품수입업,서울특별시 강남구,밀크씨슬추출물,“간 건강에 도움을 줄 수 있음” (기타기능II),Silymarin으로서 130mg,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오"
2010-48,20101101,(주)한국메디,건강기능식품전문제조업,경기도 평택시,소엽추출물,"면역 과민반응 개선에 도움을 줄 수 있으나 
인체에서의 확인이 필요함(기타기능III)",-,
2005-15,20050804,아미코젠(주)문산제2공장,건강기능식품전문제조업,경상남도 진주시,피니톨,간 건강에 도움을 줄 수 있음,섭취량:300mg/g,"영·유아, 임부나 수유부는 섭취에 주의, 알레르기 체질이거나 특정질환이 있는 분은 섭취 전 의사와 상담 필요합니다."
2011-37,20111025,씨제이제일제당(주),수입식품등 수입ㆍ판매업,서울특별시 중구,타가토스,식후 혈당조절에 도움을 줄 수 있음(기타기능II),D-tagatose 로서 5~7.5 g/일,1) 과량 섭취 시 위장장애가 발생할 수 있음
2009-28,20090416,주식회사 헥토헬스케어,수입식품등 수입ㆍ판매업,서울특별시 강남구,프로바이오틱스(드시모네),"1) 유익한 유산균 증식, 유해균 억제, 배변활동 원활 2) 장 면역을 조절하여 장 건강에 도움을 줄 수 있음(기타기능II)",10^8 ~ 3x10^12,-
2009-23,20090416,(주)디앤피천연물연구소,,경기도 용인시 처인구,밀크씨슬추출물,“간 건강에 도움을 줄 수 있으나 인체시험을 통한 확인이 필요함” (기타기능III),Silymarin으로서 250~360mg,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오"
2019-29,20191231,풀무원건강생활(주),건강기능식품전문제조업,충청북도 증평군,대두추출물등 복합물(메노세라),,,
2005-18,20050823,(주)상현화학,건강기능식품수입업,서울특별시 강남구,Tonalin CLA FFA,"“공액리놀레산(Conjugated Linoleic Acid)는 과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다.”

(과체중인 성인을 대상으로 한 인체시험에서 CLA를 섭취한 경우 체지방(fat mass)감소에 도움을 줄 수 있음이 많은 자료에서 확인되었으나 한국인을 대상으로 한 자료가 없었음. 따라서 반드시 ‘---에 도움을 줄 수 있습니다’의 형식으로 표시하여야 함.)","공액리놀레산(cis-9, trans-11 CLA, trans-10, cis-12 CLA, cis-9, cis-11 CLA, trans-9, trans-11 CLA 이성체의 합계량) 으로",". 위장장애가 발생할 수 있습니다.
2. 영유아, 임산부는 섭취를 삼가야 합니다.
3. 식사조절, 운동을 병행하는 것이 바람직합니다."
2012-25,20120928,(주)모아라이프플러스,건강기능식품전문제조업,대전광역시 유성구,청국장균배양정제물(폴리감마글루탐산칼륨),면역기능 증진에 도움을 줄 수 있음(생리활성기능 2등급),"폴리감마글루탐산칼륨으로서 1,000 mg/일","1) 어린이, 임신 또는 수유중인 여성은 섭취에 주의"
2015-16,20150430,주영엔에스(주),건강기능식품수입업,서울특별시 서초구,유단백추출물,뼈 건강에 도움을 줄 수 있음(생리활성기능 2등급),유단백추출물로서 40 mg,1) 우유에 알레르기를 나타내는 사람은 섭취 시 주의
2011-27,20111011,(주)일화,건강기능식품전문제조업,강원특별자치도 춘천시,인삼가수분해농축액,혈당 조절에 도움을 줄 수 있음(기타기능 II),인삼가수분해농축액으로서 960 mg/일,"1) 의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의"
2011-8,20110224,주식회사 노바렉스,수입식품등 수입ㆍ판매업,경기도 의왕시,녹차추출물,체지방 감소에 도움을 줄 수 있음(기타기능 II),카테킨으로서 0.3～0.5 g/일,"카페인이 함유되어 있어 초조감, 불면 등을 나타낼 수 있음"
2011-15,20110511,씨제이웰케어,수입식품등 수입ㆍ판매업,서울특별시 중구,호박씨추출물 등 복합물,방광의 배뇨기능 개선에 도움을 줄 수 있음(기타기능 II),"호박씨추출물 등 복합물로서 600~1,000 mg/일","1) 영유아, 어린이, 임산부와 수유부는 섭취에 주의
2) 호박씨, 대두에 알레르기를 나타내는 사람은 섭취에 주의
3) 에스트로겐 호르몬에 민감한 사람은 섭취에 주의"
2013-8,20130508,(주)티지 바이오텍,건강기능식품벤처제조업,대구광역시 북구,돌외잎주정추출분말(액티포닌®),"체지방 감소에 도움을 줄 수 있음 
(생리활성기능 2등급)",돌외잎주정추출분말로서 450 mg/일,1) 과량섭취시 위장장애(구토와 위장운동 증가)가 발생할 수 있음.
2015-19,20150618,대상(주)군산공장,건강기능식품전문제조업,전북특별자치도 군산시,L-아르기닌,혈관이완을 통해 혈행 개선에 도움을 줄 수 있음(생리활성기능 2등급),L-아르기닌으로서 6 g,"1) 임산부 및 수유부는 섭취에 주의
2) 저단백질 식사를 하고 있을 경우 또는 천식, 심장계 질환이 있을 경우 의사와 상의하여 섭취할 것을 권장"
2015-18,20150518,한국암웨이(주),수입식품등 수입ㆍ판매업,서울특별시 강남구,밀배유추출물,피부 보습에 도움을 줄 수 있음(생리활성기능 2등급),밀배유추출물로서 30 mg/일,"1) 임신, 수유부는 섭취를 권하지 않음
2) 밀 알레르기를 나타내는 사람은 섭취에 주의"
2015-28,20151104,주식회사 비엔지,수입식품등 수입ㆍ판매업,강원특별자치도 춘천시,석류추출물,갱년기 여성의 건강에 도움을 줄 수 있음(생리활성기능 2등급),석류추출물로서 1.5 g/일,"1) 임산부와 수유부는 섭취를 피하는 것이 좋습니다.
2) 항혈전제를 복용하시는 분은 의사와 상의하시기 바랍니다.
3) 에스트로겐 호로몬에 민감한 사람은 섭취에 주의하시기 바랍니다."
2014-30,20140707,하이바이오(주),건강기능식품벤처제조업,경기도 성남시 중원구,적포도발효농축액,콜레스테롤 개선에 도움을 줄 수 있음(생리활성기능 2등급),적포도발효농축액으로서 24mL/일,"1) 유아, 어린이, 임산부 등 철의 필요량이 증가하는 연령층은 섭취에 주의"
2016-2,20160128,(주)서흥,건강기능식품수입업,충청북도 청주시 흥덕구,EPA및DHA함유유지,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음(생리활성기능 2등급),EPA와 DHA의 합으로서 0.6~1 g/일,-
2016-1,20160128,주식회사 비티씨,식품등 수입판매업,경기도 안산시 상록구,EPA 및 DHA 함유 유지,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음. (생리활성 기능 2등급),DHA와 EPA의 합으로서 0.6 ～ 1 g/일,
2009-12,20090227,(주)바이오스타줄기세포기술연구원,건강기능식품전문제조업,전남광주통합특별시 나주시,BT-11원지추출분말,성인의 기억력 개선을 도움을 줄 수 있음(생리활성기능 2등급),BT-11원자추출분말로서 300mg/일,"1) 과다섭취 시 구토, 설사, 메스꺼움 등의 위장관 장애가 나타날 수 있으며 위장장애가 있는 분은 섭취에 주의
2) 임산부, 수유 여성, 어린이는 섭취에 주의"
